Sample in Buffer,Sample in Window,TRIGGER,sample_data[7:0],wr_en,wr_addr[10:0],wr_data[7:0],capturing,triggered,capture_done,trigger_index[10:0],trigger_enable_state,trigger_mode_sel[1:0],config_channel_idx[2:0],btn_trigger_pulse,btn_channel_pulse,btn_type_pulse,btn_mode_pulse,curr_trig_cfg_ext[7:0],p_0_in,sw_test_pattern_IBUF[1:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,BINARY,HEX,HEX,BINARY,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,BINARY,HEX,HEX
260,260,0,11111101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
261,261,0,11111110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
262,262,0,11111111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
263,263,0,00000000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
264,264,0,00000001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
265,265,0,00000010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
266,266,0,00000011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
267,267,0,00000100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
268,268,0,00000101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
269,269,0,00000110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
270,270,0,00000111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
271,271,0,00001000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
272,272,0,00001001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
273,273,0,00001010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
274,274,0,00001011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
275,275,0,00001100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
276,276,0,00001101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
277,277,0,00001110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
278,278,0,00001111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
279,279,0,00010000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
280,280,0,00010001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
281,281,0,00010010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
282,282,0,00010011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
283,283,0,00010100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
284,284,0,00010101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
285,285,0,00010110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
286,286,0,00010111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
287,287,0,00011000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
288,288,0,00011001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
289,289,0,00011010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
290,290,0,00011011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
291,291,0,00011100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
292,292,0,00011101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
293,293,0,00011110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
294,294,0,00011111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
295,295,0,00100000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
296,296,0,00100001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
297,297,0,00100010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
298,298,0,00100011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
299,299,0,00100100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
300,300,0,00100101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
301,301,0,00100110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
302,302,0,00100111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
303,303,0,00101000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
304,304,0,00101001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
305,305,0,00101010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
306,306,0,00101011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
307,307,0,00101100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
308,308,0,00101101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
309,309,0,00101110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
310,310,0,00101111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
311,311,0,00110000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
312,312,0,00110001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
313,313,0,00110010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
314,314,0,00110011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
315,315,0,00110100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
316,316,0,00110101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
317,317,0,00110110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
318,318,0,00110111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
319,319,0,00111000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
320,320,0,00111001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
321,321,0,00111010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
322,322,0,00111011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
323,323,0,00111100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
324,324,0,00111101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
325,325,0,00111110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
326,326,0,00111111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
327,327,0,01000000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
328,328,0,01000001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
329,329,0,01000010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
330,330,0,01000011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
331,331,0,01000100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
332,332,0,01000101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
333,333,0,01000110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
334,334,0,01000111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
335,335,0,01001000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
336,336,0,01001001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
337,337,0,01001010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
338,338,0,01001011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
339,339,0,01001100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
340,340,0,01001101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
341,341,0,01001110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
342,342,0,01001111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
343,343,0,01010000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
344,344,0,01010001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
345,345,0,01010010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
346,346,0,01010011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
347,347,0,01010100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
348,348,0,01010101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
349,349,0,01010110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
350,350,0,01010111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
351,351,0,01011000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
352,352,0,01011001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
353,353,0,01011010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
354,354,0,01011011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
355,355,0,01011100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
356,356,0,01011101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
357,357,0,01011110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
358,358,0,01011111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
359,359,0,01100000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
360,360,0,01100001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
361,361,0,01100010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
362,362,0,01100011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
363,363,0,01100100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
364,364,0,01100101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
365,365,0,01100110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
366,366,0,01100111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
367,367,0,01101000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
368,368,0,01101001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
369,369,0,01101010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
370,370,0,01101011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
371,371,0,01101100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
372,372,0,01101101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
373,373,0,01101110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
374,374,0,01101111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
375,375,0,01110000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
376,376,0,01110001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
377,377,0,01110010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
378,378,0,01110011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
379,379,0,01110100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
380,380,0,01110101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
381,381,0,01110110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
382,382,0,01110111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
383,383,0,01111000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
384,384,0,01111001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
385,385,0,01111010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
386,386,0,01111011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
387,387,0,01111100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
388,388,0,01111101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
389,389,0,01111110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
390,390,0,01111111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
391,391,0,10000000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
392,392,0,10000001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
393,393,0,10000010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
394,394,0,10000011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
395,395,0,10000100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
396,396,0,10000101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
397,397,0,10000110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
398,398,0,10000111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
399,399,0,10001000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
400,400,0,10001001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
401,401,0,10001010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
402,402,0,10001011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
403,403,0,10001100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
404,404,0,10001101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
405,405,0,10001110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
406,406,0,10001111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
407,407,0,10010000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
408,408,0,10010001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
409,409,0,10010010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
410,410,0,10010011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
411,411,0,10010100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
412,412,0,10010101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
413,413,0,10010110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
414,414,0,10010111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
415,415,0,10011000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
416,416,0,10011001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
417,417,0,10011010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
418,418,0,10011011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
419,419,0,10011100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
420,420,0,10011101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
421,421,0,10011110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
422,422,0,10011111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
423,423,0,10100000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
424,424,0,10100001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
425,425,0,10100010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
426,426,0,10100011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
427,427,0,10100100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
428,428,0,10100101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
429,429,0,10100110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
430,430,0,10100111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
431,431,0,10101000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
432,432,0,10101001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
433,433,0,10101010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
434,434,0,10101011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
435,435,0,10101100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
436,436,0,10101101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
437,437,0,10101110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
438,438,0,10101111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
439,439,0,10110000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
440,440,0,10110001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
441,441,0,10110010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
442,442,0,10110011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
443,443,0,10110100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
444,444,0,10110101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
445,445,0,10110110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
446,446,0,10110111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
447,447,0,10111000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
448,448,0,10111001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
449,449,0,10111010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
450,450,0,10111011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
451,451,0,10111100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
452,452,0,10111101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
453,453,0,10111110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
454,454,0,10111111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
455,455,0,11000000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
456,456,0,11000001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
457,457,0,11000010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
458,458,0,11000011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
459,459,0,11000100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
460,460,0,11000101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
461,461,0,11000110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
462,462,0,11000111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
463,463,0,11001000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
464,464,0,11001001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
465,465,0,11001010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
466,466,0,11001011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
467,467,0,11001100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
468,468,0,11001101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
469,469,0,11001110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
470,470,0,11001111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
471,471,0,11010000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
472,472,0,11010001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
473,473,0,11010010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
474,474,0,11010011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
475,475,0,11010100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
476,476,0,11010101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
477,477,0,11010110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
478,478,0,11010111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
479,479,0,11011000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
480,480,0,11011001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
481,481,0,11011010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
482,482,0,11011011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
483,483,0,11011100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
484,484,0,11011101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
485,485,0,11011110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
486,486,0,11011111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
487,487,0,11100000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
488,488,0,11100001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
489,489,0,11100010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
490,490,0,11100011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
491,491,0,11100100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
492,492,0,11100101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
493,493,0,11100110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
494,494,0,11100111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
495,495,0,11101000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
496,496,0,11101001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
497,497,0,11101010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
498,498,0,11101011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
499,499,0,11101100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
500,500,0,11101101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
501,501,0,11101110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
502,502,0,11101111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
503,503,0,11110000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
504,504,0,11110001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
505,505,0,11110010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
506,506,0,11110011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
507,507,0,11110100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
508,508,0,11110101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
509,509,0,11110110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
510,510,0,11110111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
511,511,0,11111000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
512,512,0,11111001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
513,513,0,11111010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
514,514,0,11111011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
515,515,0,11111100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
516,516,0,11111101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
517,517,0,11111110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
518,518,0,11111111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
519,519,0,00000000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
520,520,0,00000001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
521,521,0,00000010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
522,522,0,00000011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
523,523,0,00000100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
524,524,0,00000101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
525,525,0,00000110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
526,526,0,00000111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
527,527,0,00001000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
528,528,0,00001001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
529,529,0,00001010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
530,530,0,00001011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
531,531,0,00001100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
532,532,0,00001101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
533,533,0,00001110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
534,534,0,00001111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
535,535,0,00010000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
536,536,0,00010001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
537,537,0,00010010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
538,538,0,00010011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
539,539,0,00010100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
540,540,0,00010101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
541,541,0,00010110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
542,542,0,00010111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
543,543,0,00011000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
544,544,0,00011001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
