Sample in Buffer,Sample in Window,TRIGGER,sample_data[7:0],wr_en,wr_addr[10:0],wr_data[7:0],capturing,triggered,capture_done,trigger_index[10:0],trigger_enable_state,trigger_mode_sel[1:0],config_channel_idx[2:0],btn_trigger_pulse,btn_channel_pulse,btn_type_pulse,btn_mode_pulse,curr_trig_cfg_ext[7:0],p_0_in,sw_test_pattern_IBUF[1:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,BINARY,HEX,HEX,BINARY,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,BINARY,HEX,HEX
545,545,0,00011010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
546,546,0,00011011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
547,547,0,00011100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
548,548,0,00011101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
549,549,0,00011110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
550,550,0,00011111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
551,551,0,00100000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
552,552,0,00100001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
553,553,0,00100010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
554,554,0,00100011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
555,555,0,00100100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
556,556,0,00100101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
557,557,0,00100110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
558,558,0,00100111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
559,559,0,00101000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
560,560,0,00101001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
561,561,0,00101010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
562,562,0,00101011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
563,563,0,00101100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
564,564,0,00101101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
565,565,0,00101110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
566,566,0,00101111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
567,567,0,00110000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
568,568,0,00110001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
569,569,0,00110010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
570,570,0,00110011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
571,571,0,00110100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
572,572,0,00110101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
573,573,0,00110110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
574,574,0,00110111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
575,575,0,00111000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
576,576,0,00111001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
577,577,0,00111010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
578,578,0,00111011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
579,579,0,00111100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
580,580,0,00111101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
581,581,0,00111110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
582,582,0,00111111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
583,583,0,01000000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
584,584,0,01000001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
585,585,0,01000010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
586,586,0,01000011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
587,587,0,01000100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
588,588,0,01000101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
589,589,0,01000110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
590,590,0,01000111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
591,591,0,01001000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
592,592,0,01001001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
593,593,0,01001010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
594,594,0,01001011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
595,595,0,01001100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
596,596,0,01001101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
597,597,0,01001110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
598,598,0,01001111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
599,599,0,01010000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
600,600,0,01010001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
601,601,0,01010010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
602,602,0,01010011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
603,603,0,01010100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
604,604,0,01010101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
605,605,0,01010110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
606,606,0,01010111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
607,607,0,01011000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
608,608,0,01011001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
609,609,0,01011010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
610,610,0,01011011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
611,611,0,01011100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
612,612,0,01011101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
613,613,0,01011110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
614,614,0,01011111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
615,615,0,01100000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
616,616,0,01100001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
617,617,0,01100010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
618,618,0,01100011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
619,619,0,01100100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
620,620,0,01100101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
621,621,0,01100110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
622,622,0,01100111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
623,623,0,01101000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
624,624,0,01101001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
625,625,0,01101010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
626,626,0,01101011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
627,627,0,01101100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
628,628,0,01101101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
629,629,0,01101110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
630,630,0,01101111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
631,631,0,01110000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
632,632,0,01110001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
633,633,0,01110010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
634,634,0,01110011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
635,635,0,01110100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
636,636,0,01110101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
637,637,0,01110110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
638,638,0,01110111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
639,639,0,01111000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
640,640,0,01111001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
641,641,0,01111010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
642,642,0,01111011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
643,643,0,01111100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
644,644,0,01111101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
645,645,0,01111110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
646,646,0,01111111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
647,647,0,10000000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
648,648,0,10000001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
649,649,0,10000010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
650,650,0,10000011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
651,651,0,10000100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
652,652,0,10000101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
653,653,0,10000110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
654,654,0,10000111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
655,655,0,10001000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
656,656,0,10001001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
657,657,0,10001010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
658,658,0,10001011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
659,659,0,10001100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
660,660,0,10001101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
661,661,0,10001110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
662,662,0,10001111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
663,663,0,10010000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
664,664,0,10010001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
665,665,0,10010010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
666,666,0,10010011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
667,667,0,10010100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
668,668,0,10010101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
669,669,0,10010110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
670,670,0,10010111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
671,671,0,10011000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
672,672,0,10011001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
673,673,0,10011010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
674,674,0,10011011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
675,675,0,10011100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
676,676,0,10011101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
677,677,0,10011110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
678,678,0,10011111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
679,679,0,10100000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
680,680,0,10100001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
681,681,0,10100010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
682,682,0,10100011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
683,683,0,10100100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
684,684,0,10100101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
685,685,0,10100110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
686,686,0,10100111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
687,687,0,10101000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
688,688,0,10101001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
689,689,0,10101010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
690,690,0,10101011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
691,691,0,10101100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
692,692,0,10101101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
693,693,0,10101110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
694,694,0,10101111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
695,695,0,10110000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
696,696,0,10110001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
697,697,0,10110010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
698,698,0,10110011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
699,699,0,10110100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
700,700,0,10110101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
701,701,0,10110110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
702,702,0,10110111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
703,703,0,10111000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
704,704,0,10111001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
705,705,0,10111010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
706,706,0,10111011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
707,707,0,10111100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
708,708,0,10111101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
709,709,0,10111110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
710,710,0,10111111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
711,711,0,11000000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
712,712,0,11000001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
713,713,0,11000010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
714,714,0,11000011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
715,715,0,11000100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
716,716,0,11000101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
717,717,0,11000110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
718,718,0,11000111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
719,719,0,11001000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
720,720,0,11001001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
721,721,0,11001010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
722,722,0,11001011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
723,723,0,11001100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
724,724,0,11001101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
725,725,0,11001110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
726,726,0,11001111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
727,727,0,11010000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
728,728,0,11010001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
729,729,0,11010010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
730,730,0,11010011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
731,731,0,11010100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
732,732,0,11010101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
733,733,0,11010110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
734,734,0,11010111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
735,735,0,11011000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
736,736,0,11011001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
737,737,0,11011010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
738,738,0,11011011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
739,739,0,11011100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
740,740,0,11011101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
741,741,0,11011110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
742,742,0,11011111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
743,743,0,11100000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
744,744,0,11100001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
745,745,0,11100010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
746,746,0,11100011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
747,747,0,11100100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
748,748,0,11100101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
749,749,0,11100110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
750,750,0,11100111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
751,751,0,11101000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
752,752,0,11101001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
753,753,0,11101010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
754,754,0,11101011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
755,755,0,11101100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
756,756,0,11101101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
757,757,0,11101110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
758,758,0,11101111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
759,759,0,11110000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
760,760,0,11110001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
761,761,0,11110010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
762,762,0,11110011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
763,763,0,11110100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
764,764,0,11110101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
765,765,0,11110110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
766,766,0,11110111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
767,767,0,11111000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
768,768,0,11111001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
769,769,0,11111010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
770,770,0,11111011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
771,771,0,11111100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
772,772,0,11111101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
773,773,0,11111110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
774,774,0,11111111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
775,775,0,00000000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
776,776,0,00000001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
777,777,0,00000010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
778,778,0,00000011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
779,779,0,00000100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
780,780,0,00000101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
781,781,0,00000110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
782,782,0,00000111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
783,783,0,00001000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
784,784,0,00001001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
785,785,0,00001010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
786,786,0,00001011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
787,787,0,00001100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
788,788,0,00001101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
789,789,0,00001110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
790,790,0,00001111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
791,791,0,00010000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
792,792,0,00010001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
793,793,0,00010010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
794,794,0,00010011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
795,795,0,00010100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
796,796,0,00010101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
797,797,0,00010110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
798,798,0,00010111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
799,799,0,00011000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
800,800,0,00011001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
801,801,0,00011010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
802,802,0,00011011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
803,803,0,00011100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
804,804,0,00011101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
805,805,0,00011110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
806,806,0,00011111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
807,807,0,00100000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
808,808,0,00100001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
809,809,0,00100010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
810,810,0,00100011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
811,811,0,00100100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
812,812,0,00100101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
813,813,0,00100110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
814,814,0,00100111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
815,815,0,00101000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
816,816,0,00101001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
817,817,0,00101010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
818,818,0,00101011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
819,819,0,00101100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
820,820,0,00101101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
821,821,0,00101110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
822,822,0,00101111,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
823,823,0,00110000,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
824,824,0,00110001,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
825,825,0,00110010,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
826,826,0,00110011,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
827,827,0,00110100,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
828,828,0,00110101,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
829,829,0,00110110,0,000,00001100,0,0,0,000,0,0,3,0,0,0,0,00000101,1,0
